방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,단가,Mean,Std
2019-10-23 06:40:00,20.0,국내제조 붙이는 따스림 실크 단열벽지 20+10미터(총30미터),생활용품,127000,10,23,6,Wednesday,0,4,Later,따스림,40,16.40537764338876,해당없음,해당없음,따스림,상,15.444664489885415,1.237156844553822
2019-10-23 06:40:00,20.0,국내제조 붙이는 따스림 실크 단열벽지 20미터,생활용품,88000,10,23,6,Wednesday,0,4,Later,따스림,40,15.354096729426423,해당없음,해당없음,따스림,중,15.444664489885415,1.237156844553822
2019-10-23 06:40:00,20.0,국내제조 붙이는 따스림 실크 단열벽지 10미터,생활용품,49000,10,23,6,Wednesday,0,4,Later,따스림,40,14.388183585056344,해당없음,해당없음,따스림,하,15.444664489885415,1.237156844553822
2019-10-23 14:00:00,20.0,테팔 에어포스 라이트 무선 청소기,생활용품,119000,10,23,14,Wednesday,0,2,First,테팔,00,16.926266508087046,해당없음,해당없음,테팔,해당없음,16.31247276150013,2.378741583030403
2019-10-23 14:20:00,20.0,테팔 에어포스 라이트 무선 청소기,생활용품,119000,10,23,14,Wednesday,0,2,Middle,테팔,20,17.27958883766563,해당없음,해당없음,테팔,해당없음,16.31247276150013,2.378741583030403
2019-10-23 14:40:00,20.0,테팔 에어포스 라이트 무선 청소기,생활용품,119000,10,23,14,Wednesday,0,2,Later,테팔,40,17.80438348724414,해당없음,해당없음,테팔,해당없음,16.31247276150013,2.378741583030403
2019-10-23 20:00:00,20.0,스팀큐다리미,생활용품,59800,10,23,20,Wednesday,0,3,First,스팀큐다리미,00,16.959964515264897,해당없음,해당없음,스팀큐다리미,해당없음,16.93768417110416,0.9155447552097885
2019-10-23 20:20:00,20.0,스팀큐다리미,생활용품,59800,10,23,20,Wednesday,0,3,Middle,스팀큐다리미,20,17.65685355520468,해당없음,해당없음,스팀큐다리미,해당없음,16.93768417110416,0.9155447552097885
2019-10-23 20:40:00,20.0,스팀큐다리미,생활용품,59800,10,23,20,Wednesday,0,3,Later,스팀큐다리미,40,17.773939936206578,해당없음,해당없음,스팀큐다리미,해당없음,16.93768417110416,0.9155447552097885
2019-10-23 22:00:00,20.0,국내제조 노비타 뉴스파 비데 무료설치,생활용품,239000,10,23,22,Wednesday,0,4,First,노비타,00,15.110785520696997,무이자,해당없음,노비타,하,15.766971015225959,1.1517596481299437
2019-10-23 22:00:00,20.0,국내제조 노비타 뉴스파 비데 무료설치,생활용품,219000,10,23,22,Wednesday,0,4,First,노비타,00,16.263061421208505,일시불,해당없음,노비타,하,15.766971015225959,1.1517596481299437
2019-10-23 22:00:00,20.0,1+1 국내제조 노비타 뉴스파 비데 무료설치,생활용품,458000,10,23,22,Wednesday,0,4,First,노비타,00,15.043102227888845,무이자,해당없음,노비타,상,15.766971015225959,1.1517596481299437
2019-10-23 22:00:00,20.0,1+1 국내제조 노비타 뉴스파 비데 무료설치,생활용품,418000,10,23,22,Wednesday,0,4,First,노비타,00,14.23881558420077,일시불,해당없음,노비타,상,15.766971015225959,1.1517596481299437
2019-10-23 22:20:00,20.0,국내제조 노비타 뉴스파 비데 무료설치,생활용품,239000,10,23,22,Wednesday,0,4,Middle,노비타,20,16.42233981170908,무이자,해당없음,노비타,하,15.766971015225959,1.1517596481299437
2019-10-23 22:20:00,20.0,국내제조 노비타 뉴스파 비데 무료설치,생활용품,219000,10,23,22,Wednesday,0,4,Middle,노비타,20,16.792518622519985,일시불,해당없음,노비타,하,15.766971015225959,1.1517596481299437
2019-10-23 22:20:00,20.0,1+1 국내제조 노비타 뉴스파 비데 무료설치,생활용품,458000,10,23,22,Wednesday,0,4,Middle,노비타,20,15.037225043766368,무이자,해당없음,노비타,상,15.766971015225959,1.1517596481299437
2019-10-23 22:20:00,20.0,1+1 국내제조 노비타 뉴스파 비데 무료설치,생활용품,418000,10,23,22,Wednesday,0,4,Middle,노비타,20,15.384334787513078,일시불,해당없음,노비타,상,15.766971015225959,1.1517596481299437
2019-10-23 22:40:00,20.0,국내제조 노비타 뉴스파 비데 무료설치,생활용품,239000,10,23,22,Wednesday,0,4,Later,노비타,40,16.656633713290848,무이자,해당없음,노비타,하,15.766971015225959,1.1517596481299437
2019-10-23 22:40:00,20.0,국내제조 노비타 뉴스파 비데 무료설치,생활용품,219000,10,23,22,Wednesday,0,4,Later,노비타,40,17.641670617612245,일시불,해당없음,노비타,하,15.766971015225959,1.1517596481299437
2019-10-23 22:40:00,20.0,1+1 국내제조 노비타 뉴스파 비데 무료설치,생활용품,458000,10,23,22,Wednesday,0,4,Later,노비타,40,15.07680842890948,무이자,해당없음,노비타,상,15.766971015225959,1.1517596481299437
2019-10-23 22:40:00,20.0,1+1 국내제조 노비타 뉴스파 비데 무료설치,생활용품,418000,10,23,22,Wednesday,0,4,Later,노비타,40,15.384334787513078,일시불,해당없음,노비타,상,15.766971015225959,1.1517596481299437
2019-10-24 21:00:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,24,21,Thursday,0,4,First,대,00,16.52296057899445,해당없음,해당없음,대카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:00:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,24,21,Thursday,0,4,First,일월,00,16.16201683801625,해당없음,해당없음,일월카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:00:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,24,21,Thursday,0,4,First,중,00,15.632775317600691,해당없음,해당없음,중카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:20:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,24,21,Thursday,0,4,Middle,대,20,17.182771904597583,해당없음,해당없음,대카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:20:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,24,21,Thursday,0,4,Middle,일월,20,17.00277186906313,해당없음,해당없음,일월카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:20:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,24,21,Thursday,0,4,Middle,중,20,15.733608949235347,해당없음,해당없음,중카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:40:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,24,21,Thursday,0,4,Later,대,40,17.613984053705508,해당없음,해당없음,대카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:40:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,24,21,Thursday,0,4,Later,일월,40,17.297273587465998,해당없음,해당없음,일월카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-24 21:40:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,24,21,Thursday,0,4,Later,중,40,16.226591247111617,해당없음,해당없음,중카페트매트,해당없음,16.753700087160485,0.7649375984577886
2019-10-25 09:00:00,20.0,스팀큐다리미,생활용품,59800,10,25,9,Friday,0,1,First,스팀큐다리미,00,16.871255501424436,해당없음,해당없음,스팀큐다리미,해당없음,16.237643046084564,1.297298049296996
2019-10-25 09:20:00,20.0,스팀큐다리미,생활용품,59800,10,25,9,Friday,0,1,Middle,스팀큐다리미,20,17.515972673321276,해당없음,해당없음,스팀큐다리미,해당없음,16.237643046084564,1.297298049296996
2019-10-25 09:40:00,20.0,스팀큐다리미,생활용품,59800,10,25,9,Friday,0,1,Later,스팀큐다리미,40,17.697960561050056,해당없음,해당없음,스팀큐다리미,해당없음,16.237643046084564,1.297298049296996
2019-10-26 07:00:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,26,7,Saturday,1,2,First,일월,00,15.627399398487494,해당없음,해당없음,일월온열매트,상,15.822017899686447,0.8128808987956749
2019-10-26 07:00:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,26,7,Saturday,1,2,First,일월,00,15.86281622961404,해당없음,해당없음,일월온열매트싱글사이즈,상,15.822017899686447,0.8128808987956749
2019-10-26 07:00:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,26,7,Saturday,1,2,First,일월,00,14.753562781619943,해당없음,해당없음,일월온열매트,하,15.822017899686447,0.8128808987956749
2019-10-26 07:00:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,26,7,Saturday,1,2,First,일월,00,15.362860278084952,해당없음,해당없음,일월온열매트싱글사이즈,하,15.822017899686447,0.8128808987956749
2019-10-26 07:20:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,26,7,Saturday,1,2,Middle,일월,20,15.789313767621113,해당없음,해당없음,일월온열매트,상,15.822017899686447,0.8128808987956749
2019-10-26 07:20:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,26,7,Saturday,1,2,Middle,일월,20,16.022355378677485,해당없음,해당없음,일월온열매트싱글사이즈,상,15.822017899686447,0.8128808987956749
2019-10-26 07:20:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,26,7,Saturday,1,2,Middle,일월,20,15.430930542075922,해당없음,해당없음,일월온열매트,하,15.822017899686447,0.8128808987956749
2019-10-26 07:20:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,26,7,Saturday,1,2,Middle,일월,20,15.773066911653986,해당없음,해당없음,일월온열매트싱글사이즈,하,15.822017899686447,0.8128808987956749
2019-10-26 07:40:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,26,7,Saturday,1,2,Later,일월,40,16.198384482187123,해당없음,해당없음,일월온열매트,상,15.822017899686447,0.8128808987956749
2019-10-26 07:40:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,26,7,Saturday,1,2,Later,일월,40,16.308633362523615,해당없음,해당없음,일월온열매트싱글사이즈,상,15.822017899686447,0.8128808987956749
2019-10-26 07:40:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,26,7,Saturday,1,2,Later,일월,40,16.42903027522025,해당없음,해당없음,일월온열매트,하,15.822017899686447,0.8128808987956749
2019-10-26 07:40:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,26,7,Saturday,1,2,Later,일월,40,16.31702847355747,해당없음,해당없음,일월온열매트싱글사이즈,하,15.822017899686447,0.8128808987956749
2019-10-26 12:00:00,20.0,발렌티노루디 헤링본 리빙박스 6종,생활용품,40800,10,26,12,Saturday,1,3,First,발렌티노루디,00,16.658266461918775,해당없음,해당없음,발렌티노루디,해당없음,17.342110394429334,0.506142306107557
2019-10-26 12:20:00,20.0,발렌티노루디 헤링본 리빙박스 6종,생활용품,40800,10,26,12,Saturday,1,3,Middle,발렌티노루디,20,17.548478665254546,해당없음,해당없음,발렌티노루디,해당없음,17.342110394429334,0.506142306107557
2019-10-26 12:40:00,20.0,발렌티노루디 헤링본 리빙박스 6종,생활용품,40800,10,26,12,Saturday,1,3,Later,발렌티노루디,40,17.770478103717732,해당없음,해당없음,발렌티노루디,해당없음,17.342110394429334,0.506142306107557
2019-10-26 21:20:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,26,21,Saturday,1,4,First,대,20,16.161633952972803,해당없음,해당없음,대카페트매트,해당없음,16.44037069541652,1.1252701457246426
2019-10-26 21:20:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,26,21,Saturday,1,4,First,일월,20,15.582635746233969,해당없음,해당없음,일월카페트매트,해당없음,16.44037069541652,1.1252701457246426
2019-10-26 21:20:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,26,21,Saturday,1,4,First,중,20,15.395313665268684,해당없음,해당없음,중카페트매트,해당없음,16.44037069541652,1.1252701457246426
2019-10-26 21:40:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,26,21,Saturday,1,4,Middle,대,40,17.09732362260307,해당없음,해당없음,대카페트매트,해당없음,16.44037069541652,1.1252701457246426
2019-10-26 21:40:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,26,21,Saturday,1,4,Middle,일월,40,16.912625445806867,해당없음,해당없음,일월카페트매트,해당없음,16.44037069541652,1.1252701457246426
2019-10-26 21:40:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,26,21,Saturday,1,4,Middle,중,40,16.135051091607732,해당없음,해당없음,중카페트매트,해당없음,16.44037069541652,1.1252701457246426
2019-10-26 22:00:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,26,22,Saturday,1,4,Later,대,00,17.315647887481333,해당없음,해당없음,대카페트매트,해당없음,16.034889391488303,0.7971997273650898
2019-10-26 22:00:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,26,22,Saturday,1,4,Later,일월,00,17.06921283998452,해당없음,해당없음,일월카페트매트,해당없음,16.034889391488303,0.7971997273650898
2019-10-26 22:00:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,26,22,Saturday,1,4,Later,중,00,16.177401756855726,해당없음,해당없음,중카페트매트,해당없음,16.034889391488303,0.7971997273650898
2019-10-27 22:00:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,27,22,Sunday,1,4,First,일월,00,15.178024390418761,해당없음,해당없음,일월온열매트,상,16.117429725714626,0.9968617253956885
2019-10-27 22:00:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,27,22,Sunday,1,4,First,일월,00,15.180581282632538,해당없음,해당없음,일월온열매트싱글사이즈,상,16.117429725714626,0.9968617253956885
2019-10-27 22:00:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,27,22,Sunday,1,4,First,일월,00,15.303006799593131,해당없음,해당없음,일월온열매트,하,16.117429725714626,0.9968617253956885
2019-10-27 22:00:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,27,22,Sunday,1,4,First,일월,00,14.820544499672819,해당없음,해당없음,일월온열매트싱글사이즈,하,16.117429725714626,0.9968617253956885
2019-10-27 22:20:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,27,22,Sunday,1,4,Middle,일월,20,16.440903525385476,해당없음,해당없음,일월온열매트,상,16.117429725714626,0.9968617253956885
2019-10-27 22:20:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,27,22,Sunday,1,4,Middle,일월,20,16.216945015000487,해당없음,해당없음,일월온열매트싱글사이즈,상,16.117429725714626,0.9968617253956885
2019-10-27 22:20:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,27,22,Sunday,1,4,Middle,일월,20,15.942670260852207,해당없음,해당없음,일월온열매트,하,16.117429725714626,0.9968617253956885
2019-10-27 22:20:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,27,22,Sunday,1,4,Middle,일월,20,15.660652803757442,해당없음,해당없음,일월온열매트싱글사이즈,하,16.117429725714626,0.9968617253956885
2019-10-27 22:40:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,27,22,Sunday,1,4,Later,일월,40,16.57994109250259,해당없음,해당없음,일월온열매트,상,16.117429725714626,0.9968617253956885
2019-10-27 22:40:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,27,22,Sunday,1,4,Later,일월,40,16.746277552665905,해당없음,해당없음,일월온열매트싱글사이즈,상,16.117429725714626,0.9968617253956885
2019-10-27 22:40:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,27,22,Sunday,1,4,Later,일월,40,16.42638884731421,해당없음,해당없음,일월온열매트,하,16.117429725714626,0.9968617253956885
2019-10-27 22:40:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,27,22,Sunday,1,4,Later,일월,40,16.56246090802404,해당없음,해당없음,일월온열매트싱글사이즈,하,16.117429725714626,0.9968617253956885
2019-10-28 19:00:00,20.0,스팀큐다리미,생활용품,59800,10,28,19,Monday,0,3,First,스팀큐다리미,00,16.928892524951635,해당없음,해당없음,스팀큐다리미,해당없음,17.03699669912316,0.9564950657463229
2019-10-28 19:20:00,20.0,스팀큐다리미,생활용품,59800,10,28,19,Monday,0,3,Middle,스팀큐다리미,20,17.842806785433247,해당없음,해당없음,스팀큐다리미,해당없음,17.03699669912316,0.9564950657463229
2019-10-28 19:40:00,20.0,스팀큐다리미,생활용품,59800,10,28,19,Monday,0,3,Later,스팀큐다리미,40,18.00847798879146,해당없음,해당없음,스팀큐다리미,해당없음,17.03699669912316,0.9564950657463229
2019-10-28 20:00:00,20.0,테팔 에어포스 라이트 무선 청소기,생활용품,119000,10,28,20,Monday,0,3,First,테팔,00,16.791703169643647,해당없음,해당없음,테팔,해당없음,16.478529087285334,0.92673458067535
2019-10-28 20:20:00,20.0,테팔 에어포스 라이트 무선 청소기,생활용품,119000,10,28,20,Monday,0,3,Middle,테팔,20,17.96235268914413,해당없음,해당없음,테팔,해당없음,16.478529087285334,0.92673458067535
2019-10-28 20:40:00,20.0,테팔 에어포스 라이트 무선 청소기,생활용품,119000,10,28,20,Monday,0,3,Later,테팔,40,18.191657440725763,해당없음,해당없음,테팔,해당없음,16.478529087285334,0.92673458067535
2019-10-29 00:00:00,20.0,[풀패키지]레스트업 수액패치(84매),생활용품,55600,10,29,0,Tuesday,0,4,First,수액패치,00,17.197117289861424,해당없음,해당없음,수액패치,상,16.044463090900717,1.0846077664697404
2019-10-29 00:00:00,20.0,[실속패키지]레스트업 수액패치(50매),생활용품,35600,10,29,0,Tuesday,0,4,First,수액패치,00,14.189828937075601,해당없음,해당없음,수액패치,하,16.044463090900717,1.0846077664697404
2019-10-29 00:20:00,20.0,[풀패키지]레스트업 수액패치(84매),생활용품,55600,10,29,0,Tuesday,0,4,Middle,수액패치,20,16.580445061267195,해당없음,해당없음,수액패치,상,16.044463090900717,1.0846077664697404
2019-10-29 00:20:00,20.0,[실속패키지]레스트업 수액패치(50매),생활용품,35600,10,29,0,Tuesday,0,4,Middle,수액패치,20,14.40938973686555,해당없음,해당없음,수액패치,하,16.044463090900717,1.0846077664697404
2019-10-29 00:40:00,20.0,[풀패키지]레스트업 수액패치(84매),생활용품,55600,10,29,0,Tuesday,0,4,Later,수액패치,40,16.210127736404814,해당없음,해당없음,수액패치,상,16.044463090900717,1.0846077664697404
2019-10-29 00:40:00,20.0,[실속패키지]레스트업 수액패치(50매),생활용품,35600,10,29,0,Tuesday,0,4,Later,수액패치,40,14.859314610137389,해당없음,해당없음,수액패치,하,16.044463090900717,1.0846077664697404
2019-10-29 21:00:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,29,21,Tuesday,0,4,First,일월,00,16.08990191658754,해당없음,해당없음,일월온열매트,상,16.40340804065197,0.7253803985125931
2019-10-29 21:00:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,29,21,Tuesday,0,4,First,일월,00,16.12178882279594,해당없음,해당없음,일월온열매트싱글사이즈,상,16.40340804065197,0.7253803985125931
2019-10-29 21:00:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,29,21,Tuesday,0,4,First,일월,00,15.982734013027644,해당없음,해당없음,일월온열매트,하,16.40340804065197,0.7253803985125931
2019-10-29 21:00:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,29,21,Tuesday,0,4,First,일월,00,16.044771986539477,해당없음,해당없음,일월온열매트싱글사이즈,하,16.40340804065197,0.7253803985125931
2019-10-29 21:20:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,29,21,Tuesday,0,4,Middle,일월,20,16.64636818832803,해당없음,해당없음,일월온열매트,상,16.40340804065197,0.7253803985125931
2019-10-29 21:20:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,29,21,Tuesday,0,4,Middle,일월,20,16.793638785569904,해당없음,해당없음,일월온열매트싱글사이즈,상,16.40340804065197,0.7253803985125931
2019-10-29 21:20:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,29,21,Tuesday,0,4,Middle,일월,20,16.049495559466063,해당없음,해당없음,일월온열매트,하,16.40340804065197,0.7253803985125931
2019-10-29 21:20:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,29,21,Tuesday,0,4,Middle,일월,20,16.576153209185655,해당없음,해당없음,일월온열매트싱글사이즈,하,16.40340804065197,0.7253803985125931
2019-10-29 21:40:00,20.0,(더블+더블)일월 순면 온열매트,생활용품,168000,10,29,21,Tuesday,0,4,Later,일월,40,17.208944549008596,해당없음,해당없음,일월온열매트,상,16.40340804065197,0.7253803985125931
2019-10-29 21:40:00,20.0,(더블+싱글)일월 순면 온열매트,생활용품,148000,10,29,21,Tuesday,0,4,Later,일월,40,17.238665106978473,해당없음,해당없음,일월온열매트싱글사이즈,상,16.40340804065197,0.7253803985125931
2019-10-29 21:40:00,20.0,(더블사이즈)일월 순면 온열매트,생활용품,98000,10,29,21,Tuesday,0,4,Later,일월,40,16.624672260434895,해당없음,해당없음,일월온열매트,하,16.40340804065197,0.7253803985125931
2019-10-29 21:40:00,20.0,(싱글사이즈)일월 순면 온열매트,생활용품,78000,10,29,21,Tuesday,0,4,Later,일월,40,16.95772129789699,해당없음,해당없음,일월온열매트싱글사이즈,하,16.40340804065197,0.7253803985125931
2019-10-30 06:00:00,20.0,국내제조 벨라홈 논슬립 옷걸이 세트,생활용품,29800,10,30,6,Wednesday,0,4,First,벨라홈,00,16.13936778623386,해당없음,해당없음,벨라홈,해당없음,15.444664489885415,1.237156844553822
2019-10-30 06:20:00,20.0,국내제조 벨라홈 논슬립 옷걸이 세트,생활용품,29800,10,30,6,Wednesday,0,4,Middle,벨라홈,20,16.659663842058823,해당없음,해당없음,벨라홈,해당없음,15.444664489885415,1.237156844553822
2019-10-30 06:40:00,20.0,국내제조 벨라홈 논슬립 옷걸이 세트,생활용품,29800,10,30,6,Wednesday,0,4,Later,벨라홈,40,17.176961755103914,해당없음,해당없음,벨라홈,해당없음,15.444664489885415,1.237156844553822
2019-10-30 09:00:00,20.0,스팀큐다리미,생활용품,59800,10,30,9,Wednesday,0,1,First,스팀큐다리미,00,16.867575904858427,해당없음,해당없음,스팀큐다리미,해당없음,16.33249349818261,1.511368851236659
2019-10-30 09:20:00,20.0,스팀큐다리미,생활용품,59800,10,30,9,Wednesday,0,1,Middle,스팀큐다리미,20,17.43731494328864,해당없음,해당없음,스팀큐다리미,해당없음,16.33249349818261,1.511368851236659
2019-10-30 09:40:00,20.0,스팀큐다리미,생활용품,59800,10,30,9,Wednesday,0,1,Later,스팀큐다리미,40,17.49302568199916,해당없음,해당없음,스팀큐다리미,해당없음,16.33249349818261,1.511368851236659
2019-10-30 23:00:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,30,23,Wednesday,0,4,First,대,00,16.8825862715864,해당없음,해당없음,대카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:00:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,30,23,Wednesday,0,4,First,일월,00,16.10642784609064,해당없음,해당없음,일월카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:00:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,30,23,Wednesday,0,4,First,중,00,15.792226997121299,해당없음,해당없음,중카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:20:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,30,23,Wednesday,0,4,Middle,대,20,17.211360333299833,해당없음,해당없음,대카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:20:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,30,23,Wednesday,0,4,Middle,일월,20,17.050102239272476,해당없음,해당없음,일월카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:20:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,30,23,Wednesday,0,4,Middle,중,20,16.034931409697553,해당없음,해당없음,중카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:40:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,30,23,Wednesday,0,4,Later,대,40,17.016426057455483,해당없음,해당없음,대카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:40:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,30,23,Wednesday,0,4,Later,일월,40,16.811892620359764,해당없음,해당없음,일월카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-30 23:40:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,30,23,Wednesday,0,4,Later,중,40,16.2227259000364,해당없음,해당없음,중카페트매트,해당없음,16.26564539337163,1.1141657557514038
2019-10-31 07:00:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,31,7,Thursday,0,2,First,대,00,16.147363148638888,해당없음,해당없음,대카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:00:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,31,7,Thursday,0,2,First,일월,00,15.24222683358308,해당없음,해당없음,일월카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:00:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,31,7,Thursday,0,2,First,중,00,14.73140120981709,해당없음,해당없음,중카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:20:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,31,7,Thursday,0,2,Middle,대,20,16.674276976445107,해당없음,해당없음,대카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:20:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,31,7,Thursday,0,2,Middle,일월,20,16.227488027729517,해당없음,해당없음,일월카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:20:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,31,7,Thursday,0,2,Middle,중,20,15.375758226207603,해당없음,해당없음,중카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:40:00,20.0,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,10,31,7,Thursday,0,2,Later,대,40,17.13643742822982,해당없음,해당없음,대카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:40:00,20.0,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,10,31,7,Thursday,0,2,Later,일월,40,16.52336073906382,해당없음,해당없음,일월카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 07:40:00,20.0,(중형)일월 에너지세이브 카페트매트,생활용품,148000,10,31,7,Thursday,0,2,Later,중,40,16.030465900997346,해당없음,해당없음,중카페트매트,해당없음,16.393656190699467,0.8033781579743169
2019-10-31 09:00:00,20.0,파격가 니봇 무선 진공 물걸레 로봇청소기 +폴더블 헤어드라이어기,생활용품,259000,10,31,9,Thursday,0,1,First,니봇,00,17.43985149094064,해당없음,해당없음,니봇,해당없음,16.77875725815955,1.0834294449806738
2019-10-31 09:20:00,20.0,파격가 니봇 무선 진공 물걸레 로봇청소기 +폴더블 헤어드라이어기,생활용품,259000,10,31,9,Thursday,0,1,Middle,니봇,20,18.009986990269912,해당없음,해당없음,니봇,해당없음,16.77875725815955,1.0834294449806738
2019-10-31 09:40:00,20.0,파격가 니봇 무선 진공 물걸레 로봇청소기 +폴더블 헤어드라이어기,생활용품,259000,10,31,9,Thursday,0,1,Later,니봇,40,18.265768107243012,해당없음,해당없음,니봇,해당없음,16.77875725815955,1.0834294449806738
